author,antibiotic_category,year,num_resistant,num_total,troy_pooled_prev,logit_event_rate,std_err,variance,inverse_N,major_source,tri_source,natl_income,tri_income,country,antibioic_abb,antibiotic,sub_clinical,sub_WW2,sub_WW3,sub_seafood,sub_aquaculture,sub_DW,sub_SW,sub_agr,agr_farm,A_Wa2000,A_Wa2015,A_Wa_ratio,DID2000,EPI,HLT,AIR,H2O,HMT,WMG,BDH,ECS,FSH,CCH,APE,WRS,WWT
Martinez et al.,Erythromycin,2010,14,57,0.2456,-1.122142786,0.30770828,9.47E-02,0.01754386,Seafood,Agriculture,4,75-100,Spain,ERY,Erythromycin,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Martinez et al.,Gentamicin,2010,2,57,0.0351,-3.314186005,0.719848469,0.518181818,0.01754386,Seafood,Agriculture,4,75-100,Spain,GEN,Gentamicin,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Martinez et al.,SXT,2010,24,57,0.4211,-0.318453731,0.268271685,0.071969697,0.01754386,Seafood,Agriculture,4,75-100,Spain,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Martinez et al. 2010,3rd gen,2010,7,70,0.1,-2.197224577,0.398409536,0.158730159,0.014285714,Seafood,Agriculture,4,75-100,Spain,3rd CEF,Cefotaxime,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Martinez et al. 2010,Erythromycin,2010,17,70,0.2429,-1.137078569,0.278731867,7.77E-02,0.014285714,Seafood,Agriculture,4,75-100,Spain,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Martinez et al. 2010,SXT,2010,53,70,0.7571,1.137078569,0.278731867,7.77E-02,0.014285714,Seafood,Agriculture,4,75-100,Spain,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Esteve et al. 2012,carbapenem,,2,2,0.8333,1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,4,75-100,Spain,CARB,Imipenem,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Esteve et al. 2012,Erythromycin,,2,2,0.8333,1.609437912,1.549193338,2.4,0.5,Clinical,Clinical,4,75-100,Spain,ERY,Erythromycin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
"Martinez et al., 2010",Chloramphenicol,2010,12,57,0.2105,-1.32175584,0.324893145,0.105555556,0.01754386,Seafood,Agriculture,4,75-100,Spain,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Ortega et al.,Chloramphenicol,2006,30,31,0.9677,3.401197382,1.016530045,1.033333333,0.032258065,Seafood,Agriculture,4,75-100,Spain,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Ortega et al.,Erythromycin,2006,2,31,0.0645,-2.674148649,0.731083277,0.534482759,0.032258065,Seafood,Agriculture,4,75-100,Spain,ERY,erythromycin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Ortega et al.,SXT,2006,8,31,0.2581,-1.056052674,0.410461035,0.168478261,0.032258065,Seafood,Agriculture,4,75-100,Spain,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Martinez et al.2010,Gentamicin,2010,0,70,0.007,-4.94875989,1.419219644,2.014184397,0.014285714,Seafood,Agriculture,4,75-100,Spain,GEN,Gentamicin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.3,2.2,0.59,13.9,74.3,86.8,80.2,96.8,71.3,89,87.6,24.4,17.9,71.2,100,91.5,91.5
Piotrowska et al. 2017,3rd gen,2017,2,39,0.0513,-2.917770732,0.725966271,0.527027027,0.025641026,Wastewater,Environment,4,75-100,Poland,3rd CEF,Cefotaxime,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al. 2017,carbapenem,2017,1,20,0.05,-2.944438979,1.025978352,1.052631579,0.05,Wastewater,Environment,4,75-100,Poland,CARB,Imipenem,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al. 2017,Ciprofloxacin,2017,5,45,0.1111,-2.079441542,0.474341649,0.225,0.022222222,Wastewater,Environment,4,75-100,Poland,CIP,Ciprofloxacin,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al. 2017,Gentamicin,2017,6,20,0.3,-0.84729786,0.487950036,0.238095238,0.05,Wastewater,Environment,4,75-100,Poland,GEN,Gentamicin,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al. 2017,tetracycline,2017,8,39,0.2051,-1.354545663,0.396557769,0.157258065,0.025641026,Wastewater,Environment,4,75-100,Poland,TET,Tetracycline,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
"Piotrowska et al., 2017",Chloramphenicol,2017,14,20,0.7,0.84729786,0.487950036,0.238095238,0.05,Wastewater,Environment,4,75-100,Poland,CHL,Chloramphenicol,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al.,3rd gen,2017,2,20,0.1,-2.197224577,0.745355992,0.555555556,0.05,Wastewater,Environment,4,75-100,Poland,3rd CEF,Cefotaxime,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al.,carbapenem,2017,8,45,0.1778,-1.531476371,0.389906434,0.152027027,0.022222222,Wastewater,Environment,4,75-100,Poland,CARB,Imipenem,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al.,Chloramphenicol,2017,26,39,0.6667,0.693147181,0.33968311,0.115384615,0.025641026,Wastewater,Environment,4,75-100,Poland,CHL,Chloramphenicol,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al.,Ciprofloxacin,2017,0,20,0.0238,-3.713572067,1.431356171,2.048780488,0.05,Wastewater,Environment,4,75-100,Poland,CIP,Ciprofloxacin,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al.,Gentamicin,2017,16,45,0.3556,-0.594707108,0.311420549,9.70E-02,0.022222222,Wastewater,Environment,4,75-100,Poland,GEN,Gentamicin,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al.,tetracycline,2017,3,20,0.15,-1.734601055,0.626224291,0.392156863,0.05,Wastewater,Environment,4,75-100,Poland,TET,Tetracycline,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al,3rd gen,2017,6,45,0.1333,-1.871802177,0.43852901,0.192307692,0.022222222,Wastewater,Environment,4,75-100,Poland,3rd CEF,Cefotaxime,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al,carbapenem,2017,1,39,0.0256,-3.63758616,1.01307245,1.026315789,0.025641026,Wastewater,Environment,4,75-100,Poland,CARB,Imipenem,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al,Ciprofloxacin,2017,1,39,0.0256,-3.63758616,1.01307245,1.026315789,0.025641026,Wastewater,Environment,4,75-100,Poland,CIP,Ciprofloxacin,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al,Gentamicin,2017,15,39,0.3846,-0.470003629,0.329140294,0.108333333,0.025641026,Wastewater,Environment,4,75-100,Poland,GEN,Gentamicin,Blank,Untreated,Untreated,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al,tetracycline,2017,13,45,0.2889,-0.900786545,0.328896757,0.108173077,0.022222222,Wastewater,Environment,4,75-100,Poland,TET,Tetracycline,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Piotrowska et al.2017,Chloramphenicol,2017,31,45,0.6889,0.794929875,0.322004093,0.103686636,0.022222222,Wastewater,Environment,4,75-100,Poland,CHL,Chloramphenicol,Blank,Untreated,Pre-treatment,Blank,Blank,Blank,Blank,Blank,Blank,2.7,1.4,1.93,13.7,60.9,58.9,44.7,71.7,65.3,91.1,89,27.1,8,65.4,89.6,60.9,60.9
Bauters et al. 2007,SXT,,3,5,0.6,0.405465108,0.912870929,0.833333333,0.2,Clinical,Clinical,4,75-100,Belgium,SXT,Sulfamethoxazole-Trimethoprim (SXT),Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1.4,1.5,0.93,14.3,73.3,86,80.7,93.6,67.4,97.6,87.4,32.5,9,70.2,100,67.9,67.9
Akinbowale et al.,3rd gen,2007,0,90,0.0055,-5.198497031,1.418114849,2.011049724,0.011111111,Seafood,Agriculture,4,75-100,Australia,3rd CEF,Cefotaxime,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Akinbowale et al.,Chloramphenicol,2005,2,22,0.0909,-2.302585093,0.741619849,0.55,0.045454545,Seafood,Agriculture,4,75-100,Australia,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Akinbowale et al.,Erythromycin,2005,16,22,0.7273,0.980829253,0.478713554,0.229166667,0.045454545,Seafood,Agriculture,4,75-100,Australia,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Akinbowale et al.,Gentamicin,2005,0,22,0.0217,-3.80666249,1.429840706,2.044444444,0.045454545,Seafood,Agriculture,4,75-100,Australia,GEN,Gentamicin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Akinbowale et al.,SXT,2005,1,22,0.0455,-3.044522438,1.023532631,1.047619048,0.045454545,Seafood,Agriculture,4,75-100,Australia,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Akinbowale et al.,tetracycline,2005,9,22,0.4091,-0.36772478,0.43362909,0.188034188,0.045454545,Seafood,Agriculture,4,75-100,Australia,TET,Tetracycline,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Aravena-Román et al.,3rd gen,2012,6,144,0.0417,-3.135494216,0.417028828,0.173913043,0.006944444,Clinical,Clinical,4,75-100,Australia,3rd CEF,Ceftriaxone,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
McAuliffe et al.,3rd gen,2014,17.82,198,0.09,-2.313634929,0.248327865,0.061666728,0.005050505,Clinical,Clinical,4,75-100,Australia,3rd CEF,Ceftriaxone,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Vally et al.,3rd gen,2004,0,3,0.125,-1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,4,75-100,Australia,3rd CEF,Ceftriaxone,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Aravena-Román et al. 2012,carbapenem,,0,144,0.0034,-5.666426688,1.416658186,2.006920415,0.006944444,Clinical,Clinical,4,75-100,Australia,CARB,Meropenem,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Aravena-Román et al. 2012,Ciprofloxacin,2012,0,144,0.0034,-5.666426688,1.416658186,2.006920415,0.006944444,Clinical,Clinical,4,75-100,Australia,CIP,Ciprofloxacin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Aravena-Román et al. 2012,Gentamicin,,1,144,0.0069,-4.96284463,1.003490412,1.006993007,0.006944444,Clinical,Clinical,4,75-100,Australia,GEN,Gentamicin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Aravena-Román et al. 2012,SXT,,2,144,0.0139,-4.262679877,0.712068995,0.507042254,0.006944444,Clinical,Clinical,4,75-100,Australia,SXT,Sulfamethoxazole-Trimethoprim (SXT),Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Aravena-Román et al. 2012,tetracycline,,7,144,0.0486,-2.974070777,0.38750021,0.150156413,0.006944444,Clinical,Clinical,4,75-100,Australia,TET,Tetracycline,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
McAuliffe et al. 2014,carbapenem,,16,201,0.0796,-2.447767103,0.260586656,6.79E-02,0.004975124,Clinical,Clinical,4,75-100,Australia,CARB,Meropenem,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
McAuliffe et al. 2014,Ciprofloxacin,2014,2.07,230,0.009,-4.701489957,0.698197035,0.487479099,0.004347826,Clinical,Clinical,4,75-100,Australia,CIP,Ciprofloxacin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
McAuliffe et al. 2014,Gentamicin,,2,272,0.0074,-4.905274778,0.709720863,0.503703704,0.003676471,Clinical,Clinical,4,75-100,Australia,GEN,Gentamicin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
McAuliffe et al. 2014,SXT,,8,256,0.0313,-3.433987204,0.359210604,0.129032258,0.00390625,Clinical,Clinical,4,75-100,Australia,SXT,Sulfamethoxazole-Trimethoprim (SXT),Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Vally et al. 2004,carbapenem,,3,3,0.875,1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,4,75-100,Australia,CARB,Meropenem,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Vally et al. 2004,Ciprofloxacin,2004,0,3,0.125,-1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,4,75-100,Australia,CIP,Ciprofloxacin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Vally et al. 2004,Gentamicin,,0,3,0.125,-1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,4,75-100,Australia,GEN,Gentamicin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Akinbowale et al. 2007,Chloramphenicol,2007,1,90,0.0111,-4.48863637,1.005602285,1.011235955,0.011111111,Seafood,Agriculture,4,75-100,Australia,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Akinbowale et al. 2007,Gentamicin,2007,0,90,0.0055,-5.198497031,1.418114849,2.011049724,0.011111111,Seafood,Agriculture,4,75-100,Australia,GEN,Gentamicin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
"Akinbowale et al., 2005",Ciprofloxacin,2005,0,22,0.0217,-3.80666249,1.429840706,2.044444444,0.045454545,Seafood,Agriculture,4,75-100,Australia,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
"Akinbowale et al., 2007",Ciprofloxacin,2007,0,90,0.0055,-5.198497031,1.418114849,2.011049724,0.011111111,Seafood,Agriculture,4,75-100,Australia,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1,1.5,0.67,15,74.9,91.6,98.2,87,77.2,77.3,83.7,27.9,3.4,70.4,90.3,92.7,92.7
Lamy et al. 2009,3rd gen,,0,70,0.007,-4.94875989,1.419219644,2.014184397,0.014285714,Clinical,Clinical,4,75-100,France,3rd CEF,Cefotaxime,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2.1,0.48,16.7,80,91.5,88.1,96.2,84,94.8,88.3,36.1,12.1,81.9,100,88,88
Lamy et al. 2009,carbapenem,,0,70,0.007,-4.94875989,1.419219644,2.014184397,0.014285714,Clinical,Clinical,4,75-100,France,CARB,Imipenem,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2.1,0.48,16.7,80,91.5,88.1,96.2,84,94.8,88.3,36.1,12.1,81.9,100,88,88
Lamy et al. 2009,Ciprofloxacin,2009,3.92,70,0.056,-2.824774475,0.519841527,0.270235213,0.014285714,Clinical,Clinical,4,75-100,France,CIP,Ciprofloxacin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2.1,0.48,16.7,80,91.5,88.1,96.2,84,94.8,88.3,36.1,12.1,81.9,100,88,88
Lamy et al. 2009,Gentamicin,,0,70,0.007,-4.94875989,1.419219644,2.014184397,0.014285714,Clinical,Clinical,4,75-100,France,GEN,Gentamicin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2.1,0.48,16.7,80,91.5,88.1,96.2,84,94.8,88.3,36.1,12.1,81.9,100,88,88
Lamy et al. 2009,SXT,,5.81,70,0.083,-2.402266864,0.433238722,0.18769579,0.014285714,Clinical,Clinical,4,75-100,France,SXT,Sulfamethoxazole-Trimethoprim (SXT),Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2.1,0.48,16.7,80,91.5,88.1,96.2,84,94.8,88.3,36.1,12.1,81.9,100,88,88
Lamy et al. 2009,tetracycline,,7.77,70,0.111,-2.080567034,0.380485937,0.144769549,0.014285714,Clinical,Clinical,4,75-100,France,TET,Tetracycline,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1,2.1,0.48,16.7,80,91.5,88.1,96.2,84,94.8,88.3,36.1,12.1,81.9,100,88,88
Kolda et al.,Chloramphenicol,2020,5,20,0.25,-1.098612289,0.516397779,0.266666667,0.05,Seafood,Agriculture,4,75-100,Croatia,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,2.3,1.8,1.28,16.6,63.1,61.2,50.8,70.2,75.1,80,82.6,40.3,11.8,70,90.8,51.7,51.7
Kolda et al.,Erythromycin,2020,7,20,0.35,-0.619039208,0.468807231,0.21978022,0.05,Seafood,Agriculture,4,75-100,Croatia,ERY,Erythromycin,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,2.3,1.8,1.28,16.6,63.1,61.2,50.8,70.2,75.1,80,82.6,40.3,11.8,70,90.8,51.7,51.7
Kolda et al.,tetracycline,2020,0,20,0.0238,-3.713572067,1.431356171,2.048780488,0.05,Seafood,Agriculture,4,75-100,Croatia,TET,Tetracycline,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,2.3,1.8,1.28,16.6,63.1,61.2,50.8,70.2,75.1,80,82.6,40.3,11.8,70,90.8,51.7,51.7
Hilt et al.,3rd gen,2020,3,3,0.875,1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,4,75-100,USA,3rd CEF,Ceftriaxone,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Hilt et al. 2020,carbapenem,,2,3,0.6667,0.693147181,1.224744871,1.5,0.333333333,Clinical,Clinical,4,75-100,USA,CARB,Imipenem,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Hilt et al. 2020,Ciprofloxacin,2020,3,3,0.875,1.945910149,1.511857892,2.285714286,0.333333333,Clinical,Clinical,4,75-100,USA,CIP,Ciprofloxacin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Hilt et al. 2020,Gentamicin,,1,3,0.3333,-0.693147181,1.224744871,1.5,0.333333333,Clinical,Clinical,4,75-100,USA,GEN,Gentamicin,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Hughes et al. 2016,carbapenem,,2,3,0.6667,0.693147181,1.224744871,1.5,0.333333333,Clinical,Clinical,4,75-100,USA,CARB,Meropenem,Mixed,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Taylor et al. ,Chloramphenicol,2003,1,26,0.0385,-3.218875825,1.019803903,1.04,0.038461538,Seafood,Agriculture,4,75-100,USA,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Taylor et al. ,Erythromycin,2003,7,26,0.2692,-0.99852883,0.442141066,0.195488722,0.038461538,Seafood,Agriculture,4,75-100,USA,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
