File,BioProject,BioSample,Country,Location,SampleSource,SampleType,SeafoodType
ERR3460324,PRJEB33555,SAMEA5816686,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460325,PRJEB33555,SAMEA5816687,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460326,PRJEB33555,SAMEA5816688,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460327,PRJEB33555,SAMEA5816689,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460328,PRJEB33555,SAMEA5816690,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460329,PRJEB33555,SAMEA5816691,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460330,PRJEB33555,SAMEA5816692,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460331,PRJEB33555,SAMEA5816693,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460332,PRJEB33555,SAMEA5816694,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460333,PRJEB33555,SAMEA5816695,France,Manosque,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460334,PRJEB33555,SAMEA5816696,France,Manosque,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460335,PRJEB33555,SAMEA5816697,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460336,PRJEB33555,SAMEA5816698,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460337,PRJEB33555,SAMEA5816699,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460338,PRJEB33555,SAMEA5816700,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460339,PRJEB33555,SAMEA5816701,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460340,PRJEB33555,SAMEA5816702,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460341,PRJEB33555,SAMEA5816703,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460342,PRJEB33555,SAMEA5816704,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460343,PRJEB33555,SAMEA5816705,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460344,PRJEB33555,SAMEA5816706,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460345,PRJEB33555,SAMEA5816707,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460346,PRJEB33555,SAMEA5816708,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460347,PRJEB33555,SAMEA5816709,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460348,PRJEB33555,SAMEA5816710,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460349,PRJEB33555,SAMEA5816711,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460350,PRJEB33555,SAMEA5816712,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460351,PRJEB33555,SAMEA5816713,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460352,PRJEB33555,SAMEA5816714,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460353,PRJEB33555,SAMEA5816715,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460354,PRJEB33555,SAMEA5816716,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460355,PRJEB33555,SAMEA5816717,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460356,PRJEB33555,SAMEA5816718,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460357,PRJEB33555,SAMEA5816719,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460358,PRJEB33555,SAMEA5816720,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460359,PRJEB33555,SAMEA5816721,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460360,PRJEB33555,SAMEA5816722,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460361,PRJEB33555,SAMEA5816723,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460362,PRJEB33555,SAMEA5816724,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460363,PRJEB33555,SAMEA5816725,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460364,PRJEB33555,SAMEA5816726,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460365,PRJEB33555,SAMEA5816727,France,Pertuis,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460366,PRJEB33555,SAMEA5816728,France,Pertuis,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460367,PRJEB33555,SAMEA5816729,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460368,PRJEB33555,SAMEA5816730,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460369,PRJEB33555,SAMEA5816731,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460370,PRJEB33555,SAMEA5816732,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460371,PRJEB33555,SAMEA5816733,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460372,PRJEB33555,SAMEA5816734,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460373,PRJEB33555,SAMEA5816735,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460374,PRJEB33555,SAMEA5816736,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460375,PRJEB33555,SAMEA5816737,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460376,PRJEB33555,SAMEA5816738,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460377,PRJEB33555,SAMEA5816739,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460378,PRJEB33555,SAMEA5816740,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460379,PRJEB33555,SAMEA5816741,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460380,PRJEB33555,SAMEA5816742,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460381,PRJEB33555,SAMEA5816743,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460382,PRJEB33555,SAMEA5816744,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460383,PRJEB33555,SAMEA5816745,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460384,PRJEB33555,SAMEA5816746,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460385,PRJEB33555,SAMEA5816747,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460386,PRJEB33555,SAMEA5816748,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460387,PRJEB33555,SAMEA5816749,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460388,PRJEB33555,SAMEA5816750,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460389,PRJEB33555,SAMEA5816751,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460390,PRJEB33555,SAMEA5816752,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460391,PRJEB33555,SAMEA5816753,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460392,PRJEB33555,SAMEA5816754,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460393,PRJEB33555,SAMEA5816755,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460394,PRJEB33555,SAMEA5816756,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460395,PRJEB33555,SAMEA5816757,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460396,PRJEB33555,SAMEA5816758,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460397,PRJEB33555,SAMEA5816759,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460398,PRJEB33555,SAMEA5816760,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460399,PRJEB33555,SAMEA5816761,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460400,PRJEB33555,SAMEA5816762,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460401,PRJEB33555,SAMEA5816763,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460402,PRJEB33555,SAMEA5816764,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460403,PRJEB33555,SAMEA5816765,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460404,PRJEB33555,SAMEA5816766,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460405,PRJEB33555,SAMEA5816767,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460406,PRJEB33555,SAMEA5816768,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460407,PRJEB33555,SAMEA5816769,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460408,PRJEB33555,SAMEA5816770,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460409,PRJEB33555,SAMEA5816771,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460410,PRJEB33555,SAMEA5816772,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460411,PRJEB33555,SAMEA5816773,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460412,PRJEB33555,SAMEA5816774,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460413,PRJEB33555,SAMEA5816775,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460414,PRJEB33555,SAMEA5816776,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460415,PRJEB33555,SAMEA5816777,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460416,PRJEB33555,SAMEA5816778,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460417,PRJEB33555,SAMEA5816779,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460418,PRJEB33555,SAMEA5816780,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460419,PRJEB33555,SAMEA5816781,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460420,PRJEB33555,SAMEA5816782,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460421,PRJEB33555,SAMEA5816783,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460422,PRJEB33555,SAMEA5816784,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460423,PRJEB33555,SAMEA5816785,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460424,PRJEB33555,SAMEA5816786,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460425,PRJEB33555,SAMEA5816787,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460426,PRJEB33555,SAMEA5816788,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460427,PRJEB33555,SAMEA5816789,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460428,PRJEB33555,SAMEA5816790,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460429,PRJEB33555,SAMEA5816791,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460430,PRJEB33555,SAMEA5816792,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460431,PRJEB33555,SAMEA5816793,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460432,PRJEB33555,SAMEA5816794,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460433,PRJEB33555,SAMEA5816795,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460434,PRJEB33555,SAMEA5816796,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460435,PRJEB33555,SAMEA5816797,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460436,PRJEB33555,SAMEA5816798,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460437,PRJEB33555,SAMEA5816799,France,Rosieres,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460438,PRJEB33555,SAMEA5816800,France,Rosieres,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460439,PRJEB33555,SAMEA5816801,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460440,PRJEB33555,SAMEA5816802,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460441,PRJEB33555,SAMEA5816803,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460442,PRJEB33555,SAMEA5816804,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460443,PRJEB33555,SAMEA5816805,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460444,PRJEB33555,SAMEA5816806,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460445,PRJEB33555,SAMEA5816807,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460446,PRJEB33555,SAMEA5816808,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460447,PRJEB33555,SAMEA5816809,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460448,PRJEB33555,SAMEA5816810,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460449,PRJEB33555,SAMEA5816811,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460450,PRJEB33555,SAMEA5816812,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460451,PRJEB33555,SAMEA5816813,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460452,PRJEB33555,SAMEA5816814,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460453,PRJEB33555,SAMEA5816815,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460454,PRJEB33555,SAMEA5816816,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460455,PRJEB33555,SAMEA5816817,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460456,PRJEB33555,SAMEA5816818,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460457,PRJEB33555,SAMEA5816819,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460458,PRJEB33555,SAMEA5816820,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460459,PRJEB33555,SAMEA5816821,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460460,PRJEB33555,SAMEA5816822,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
ERR3460461,PRJEB33555,SAMEA5816823,France,St Just,Nase (Parachrondrostoma toxostoma),Skin,Wild
ERR3460462,PRJEB33555,SAMEA5816824,France,St Just,Nase (Parachrondrostoma toxostoma),Gut,Wild
WI_ATW_Back1_06_11_13,PRJNA272391,SAMN03282197,USA,Shorewood,Beach,Sand,NA
WI_ATW_Back1_07_30_13,PRJNA272391,SAMN03282241,USA,Shorewood,Beach,Sand,NA
WI_ATW_Back1_09_18_13,PRJNA272391,SAMN03282242,USA,Shorewood,Beach,Sand,NA
WI_ATW_Back1_09_18_13_RE2,PRJNA272391,SAMN03282242,USA,Shorewood,Beach,Sand,NA
WI_ATW_Back1_09_18_13_RE1,PRJNA272391,SAMN03282242,USA,Shorewood,Beach,Sand,NA
WI_ATW_Berm1_06_11_13,PRJNA272391,SAMN03282198,USA,Shorewood,Beach,Sand,NA
WI_ATW_Berm1_07_30_13,PRJNA272391,SAMN03282243,USA,Shorewood,Beach,Sand,NA
WI_ATW_Berm1_09_18_13_RE1,PRJNA272391,SAMN03282244,USA,Shorewood,Beach,Sand,NA
WI_ATW_Berm1_09_18_13,PRJNA272391,SAMN03282244,USA,Shorewood,Beach,Sand,NA
WI_ATW_Berm1_09_18_13_RE2,PRJNA272391,SAMN03282244,USA,Shorewood,Beach,Sand,NA
WI_ATW_SUB1_07_30_13,PRJNA272391,SAMN03282245,USA,Shorewood,Beach,Sand,NA
WI_ATW_SUB1_09_18_13,PRJNA272391,SAMN03282246,USA,Shorewood,Beach,Sand,NA
WI_ATW1_06_11_13,PRJNA272391,SAMN03282196,USA,Shorewood,Beach,Water,NA
WI_ATW1_07_30_13,PRJNA272391,SAMN03282239,USA,Shorewood,Beach,Water,NA
WI_ATW1_09_18_13_20131216,PRJNA272391,SAMN03282240,USA,Shorewood,Beach,Water,NA
WI_ATW1_09_18_13_20140219,PRJNA272391,SAMN03282240,USA,Shorewood,Beach,Water,NA
WI_BB_Back1_06_11_13,PRJNA272391,SAMN03282200,USA,Milwaukee,Beach,Sand,NA
WI_BB_Back1_08_13_13,PRJNA272391,SAMN03282249,USA,Milwaukee,Beach,Sand,NA
WI_BB_Back1_09_18_13,PRJNA272391,SAMN03282250,USA,Milwaukee,Beach,Sand,NA
WI_BB_Back1_09_18_13_RE1,PRJNA272391,SAMN03282250,USA,Milwaukee,Beach,Sand,NA
WI_BB_Berm1_08_13_13,PRJNA272391,SAMN03282251,USA,Milwaukee,Beach,Sand,NA
WI_BB_Berm1_09_18_13,PRJNA272391,SAMN03282252,USA,Milwaukee,Beach,Sand,NA
WI_BB_Berm1_06_11_13,PRJNA272391,SAMN03282201,USA,Milwaukee,Beach,Sand,NA
WI_BB_SUB1_08_13_13,PRJNA272391,SAMN03282253,USA,Milwaukee,Beach,Sand,NA
WI_BB_SUB1_09_18_13,PRJNA272391,SAMN03282254,USA,Milwaukee,Beach,Sand,NA
WI_BB1_06_11_13,PRJNA272391,SAMN03282199,USA,Milwaukee,Beach,Water,NA
WI_BB1_08_13_13,PRJNA272391,SAMN03282247,USA,Milwaukee,Beach,Water,NA
WI_BB1_09_18_13_20131216,PRJNA272391,SAMN03282248,USA,Milwaukee,Beach,Water,NA
WI_BB1_09_18_13_20140219,PRJNA272391,SAMN03282248,USA,Milwaukee,Beach,Water,NA
MI_GHAV_Back1_06_11_13,PRJNA272391,SAMN03282185,USA,Grand Haven,Beach,Sand,NA
MI_GHAV_Back1_08_07_13,PRJNA272391,SAMN03282210,USA,Grand Haven,Beach,Sand,NA
MI_GHAV_Back1_09_23_13,PRJNA272391,SAMN03282211,USA,Grand Haven,Beach,Sand,NA
MI_GHAV_Berm1_06_11_13,PRJNA272391,SAMN03282186,USA,Grand Haven,Beach,Sand,NA
MI_GHAV_Berm1_08_07_13,PRJNA272391,SAMN03282212,USA,Grand Haven,Beach,Sand,NA
MI_GHAV_Berm1_09_23_13,PRJNA272391,SAMN03282213,USA,Grand Haven,Beach,Sand,NA
MI_GHAV_SUB1_08_07_13,PRJNA272391,SAMN03282214,USA,Grand Haven,Beach,Sand,NA
MI_GHAV_SUB1_09_23_13,PRJNA272391,SAMN03282215,USA,Grand Haven,Beach,Sand,NA
MI_GHAV1_06_11_13,PRJNA272391,SAMN03282184,USA,Grand Haven,Beach,Water,NA
MI_GHAV1_08_07_13,PRJNA272391,SAMN03282208,USA,Grand Haven,Beach,Water,NA
MI_GHAV1_08_07_13_RE1,PRJNA272391,SAMN03282208,USA,Grand Haven,Beach,Water,NA
MI_GHAV1_08_07_13_RE2,PRJNA272391,SAMN03282208,USA,Grand Haven,Beach,Water,NA
MI_GHAV1_09_23_13_20131216,PRJNA272391,SAMN03282209,USA,Grand Haven,Beach,Water,NA
MI_GHAV1_09_23_13_20140219,PRJNA272391,SAMN03282209,USA,Grand Haven,Beach,Water,NA
WI_KASP_Back1_07_30_13,PRJNA272391,SAMN03282257,USA,Sheboygan,Beach,Sand,NA
WI_KASP_Back1_09_18_13,PRJNA272391,SAMN03282258,USA,Sheboygan,Beach,Sand,NA
WI_KASP_Back1_09_18_13_RE1,PRJNA272391,SAMN03282258,USA,Sheboygan,Beach,Sand,NA
WI_KASP_Back1_06_10_13,PRJNA272391,SAMN03282203,USA,Sheboygan,Beach,Sand,NA
WI_KASP_Berm1_07_30_13,PRJNA272391,SAMN03282259,USA,Sheboygan,Beach,Sand,NA
WI_KASP_Berm1_09_18_13,PRJNA272391,SAMN03282260,USA,Sheboygan,Beach,Sand,NA
WI_KASP_Berm1_06_10_13,PRJNA272391,SAMN03282204,USA,Sheboygan,Beach,Sand,NA
WI_KASP_SUB1_07_30_13,PRJNA272391,SAMN03282261,USA,Sheboygan,Beach,Sand,NA
WI_KASP_SUB1_09_18_13,PRJNA272391,SAMN03282262,USA,Sheboygan,Beach,Sand,NA
WI_KASP1_06_10_13,PRJNA272391,SAMN03282202,USA,Sheboygan,Beach,Water,NA
WI_KASP1_07_30_13,PRJNA272391,SAMN03282255,USA,Sheboygan,Beach,Water,NA
WI_KASP1_09_18_13_20131216,PRJNA272391,SAMN03282256,USA,Sheboygan,Beach,Water,NA
WI_KASP1_09_18_13_20140219,PRJNA272391,SAMN03282256,USA,Sheboygan,Beach,Water,NA
MI_NB_Back1_06_11_13,PRJNA272391,SAMN03282188,USA,Ferrysburg,Beach,Sand,NA
MI_NB_Back1_08_07_13,PRJNA272391,SAMN03282218,USA,Ferrysburg,Beach,Sand,NA
MI_NB_Back1_09_23_13_RE1,PRJNA272391,SAMN03282219,USA,Ferrysburg,Beach,Sand,NA
MI_NB_Back1_09_23_13_20131216,PRJNA272391,SAMN03282219,USA,Ferrysburg,Beach,Sand,NA
MI_NB_Back1_09_23_13_20140219,PRJNA272391,SAMN03282219,USA,Ferrysburg,Beach,Sand,NA
MI_NB_Back1_09_23_13_RE2,PRJNA272391,SAMN03282219,USA,Ferrysburg,Beach,Sand,NA
MI_NB_Berm1_06_11_13,PRJNA272391,SAMN03282189,USA,Ferrysburg,Beach,Sand,NA
MI_NB_Berm1_08_07_13,PRJNA272391,SAMN03282220,USA,Ferrysburg,Beach,Sand,NA
MI_NB_Berm1_09_23_13,PRJNA272391,SAMN03282221,USA,Ferrysburg,Beach,Sand,NA
MI_NB_SUB1_08_07_13,PRJNA272391,SAMN03282222,USA,Ferrysburg,Beach,Sand,NA
MI_NB_SUB1_09_23_13_20131216,PRJNA272391,SAMN03282223,USA,Ferrysburg,Beach,Sand,NA
MI_NB_SUB1_09_23_13_20140219,PRJNA272391,SAMN03282223,USA,Ferrysburg,Beach,Sand,NA
MI_NB1_06_11_13,PRJNA272391,SAMN03282187,USA,Ferrysburg,Beach,Water,NA
MI_NB1_08_07_13_RE1,PRJNA272391,SAMN03282216,USA,Ferrysburg,Beach,Water,NA
MI_NB1_08_07_13_RE2,PRJNA272391,SAMN03282216,USA,Ferrysburg,Beach,Water,NA
MI_NB1_08_07_13,PRJNA272391,SAMN03282216,USA,Ferrysburg,Beach,Water,NA
MI_NB1_09_23_13_20131216,PRJNA272391,SAMN03282217,USA,Ferrysburg,Beach,Water,NA
MI_NB1_09_23_13_20140219,PRJNA272391,SAMN03282217,USA,Ferrysburg,Beach,Water,NA
WI_LTHS_Back1_07_30_13,PRJNA272391,SAMN03282265,USA,Two Rivers,Beach,Sand,NA
WI_LTHS_Back1_09_18_13_RE1,PRJNA272391,SAMN03282266,USA,Two Rivers,Beach,Sand,NA
WI_LTHS_Back1_09_18_13,PRJNA272391,SAMN03282266,USA,Two Rivers,Beach,Sand,NA
WI_LTHS_Back1_06_10_13,PRJNA272391,SAMN03282206,USA,Two Rivers,Beach,Sand,NA
WI_LTHS_Berm1_07_30_13,PRJNA272391,SAMN03282267,USA,Two Rivers,Beach,Sand,NA
WI_LTHS_Berm1_09_18_13,PRJNA272391,SAMN03282268,USA,Two Rivers,Beach,Sand,NA
WI_LTHS_Berm1_06_10_13,PRJNA272391,SAMN03282207,USA,Two Rivers,Beach,Sand,NA
WI_LTHS_SUB1_07_30_13,PRJNA272391,SAMN03282269,USA,Two Rivers,Beach,Sand,NA
WI_LTHS_SUB1_09_18_13,PRJNA272391,SAMN03282270,USA,Two Rivers,Beach,Sand,NA
WI_LTHS_SUB1_09_18_13_RE1,PRJNA272391,SAMN03282270,USA,Two Rivers,Beach,Sand,NA
WI_LTHS1_06_10_13,PRJNA272391,SAMN03282205,USA,Two Rivers,Beach,Water,NA
WI_LTHS1_07_30_13,PRJNA272391,SAMN03282263,USA,Two Rivers,Beach,Water,NA
WI_LTHS1_09_18_13_20131216,PRJNA272391,SAMN03282264,USA,Two Rivers,Beach,Water,NA
WI_LTHS1_09_18_13_20140219,PRJNA272391,SAMN03282264,USA,Two Rivers,Beach,Water,NA
MI_PJHOFF_Back1_06_11_13,PRJNA272391,SAMN03282191,USA,Muskegon,Beach,Sand,NA
MI_PJHOFF_Back1_08_07_13,PRJNA272391,SAMN03282226,USA,Muskegon,Beach,Sand,NA
MI_PJHOFF_Back1_09_23_13,PRJNA272391,SAMN03282227,USA,Muskegon,Beach,Sand,NA
MI_PJHOFF_Berm1_06_11_13,PRJNA272391,SAMN03282192,USA,Muskegon,Beach,Sand,NA
MI_PJHOFF_Berm1_08_07_13,PRJNA272391,SAMN03282228,USA,Muskegon,Beach,Sand,NA
MI_PJHOFF_SUB1_08_07_13,PRJNA272391,SAMN03282229,USA,Muskegon,Beach,Sand,NA
MI_PJHOFF_SUB1_08_07_13_RE1,PRJNA272391,SAMN03282229,USA,Muskegon,Beach,Sand,NA
MI_PJHOFF_SUB1_09_23_13,PRJNA272391,SAMN03282230,USA,Muskegon,Beach,Sand,NA
MI_PJHOFF1_06_11_13,PRJNA272391,SAMN03282190,USA,Muskegon,Beach,Water,NA
MI_PJHOFF1_08_07_13,PRJNA272391,SAMN03282224,USA,Muskegon,Beach,Water,NA
MI_PJHOFF1_09_23_13_20131216,PRJNA272391,SAMN03282225,USA,Muskegon,Beach,Water,NA
MI_PJHOFF1_09_23_13_20140219,PRJNA272391,SAMN03282225,USA,Muskegon,Beach,Water,NA
MI_PMARQ_Back1_06_11_13,PRJNA272391,SAMN03282194,USA,Muskegon,Beach,Sand,NA
MI_PMARQ_Back1_08_07_13,PRJNA272391,SAMN03282233,USA,Muskegon,Beach,Sand,NA
MI_PMARQ_Back1_09_23_13,PRJNA272391,SAMN03282234,USA,Muskegon,Beach,Sand,NA
MI_PMARQ_Back1_09_23_13_RE1,PRJNA272391,SAMN03282234,USA,Muskegon,Beach,Sand,NA
MI_PMARQ_Berm1_06_11_13,PRJNA272391,SAMN03282195,USA,Muskegon,Beach,Sand,NA
MI_PMARQ_Berm1_08_07_13,PRJNA272391,SAMN03282235,USA,Muskegon,Beach,Sand,NA
