Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(altitude),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),host-associated_environmental_package,host_body_site,host_length,host_sex,host_subject_id,host_total_mass,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_Name,Sequencing_method,SRA_accession,SRA Study,Temperature,Title
ERR3460378,15Bau1003Ch05A,AMPLICON,501,15894808,PRJEB33555,SAMEA5816740,9170196,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3482129,France,Europe,145,France,44.477,4.266,Rosieres,host-associated,gills,23,male,15Bau1003,130,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816740,ERS3605335,MiSeq,ERS3605335,ERP116356,20,microbiota
ERR3460379,15Bau1005Ch01A,AMPLICON,501,8876113,PRJEB33555,SAMEA5816741,5727945,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3482130,France,Europe,145,France,44.479,4.268,Rosieres,host-associated,skin,21,male,15Bau1005,107,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816741,ERS3605336,MiSeq,ERS3605336,ERP116356,20,microbiota
ERR3460380,15Bau1005Ch02A,AMPLICON,501,10952216,PRJEB33555,SAMEA5816742,6314009,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3482131,France,Europe,145,France,44.479,4.268,Rosieres,host-associated,midgut,21,male,15Bau1005,107,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816742,ERS3605337,MiSeq,ERS3605337,ERP116356,20,microbiota
ERR3460381,15Bau1005Ch03A,AMPLICON,501,15041710,PRJEB33555,SAMEA5816743,8669836,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3482132,France,Europe,145,France,44.479,4.268,Rosieres,host-associated,hindgut,21,male,15Bau1005,107,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816743,ERS3605338,MiSeq,ERS3605338,ERP116356,20,microbiota
ERR3460382,15Bau1005Ch05A,AMPLICON,501,9906413,PRJEB33555,SAMEA5816744,5776355,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3482133,France,Europe,145,France,44.479,4.268,Rosieres,host-associated,gills,21,male,15Bau1005,107,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816744,ERS3605339,MiSeq,ERS3605339,ERP116356,20,microbiota
ERR3460383,15Bau1007Ch01A,AMPLICON,500,13522954,PRJEB33555,SAMEA5816745,8663910,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3482134,France,Europe,145,France,44.481,4.27,Rosieres,host-associated,skin,24,female,15Bau1007,155,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816745,ERS3605340,MiSeq,ERS3605340,ERP116356,20,microbiota
ERR3460384,15Bau1007Ch02A,AMPLICON,501,2073822,PRJEB33555,SAMEA5816746,1499899,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3482135,France,Europe,145,France,44.481,4.27,Rosieres,host-associated,midgut,24,female,15Bau1007,155,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816746,ERS3605341,MiSeq,ERS3605341,ERP116356,20,microbiota
ERR3460385,15Bau1007Ch03A,AMPLICON,501,10470676,PRJEB33555,SAMEA5816747,6036510,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3482136,France,Europe,145,France,44.481,4.27,Rosieres,host-associated,hindgut,24,female,15Bau1007,155,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816747,ERS3605342,MiSeq,ERS3605342,ERP116356,20,microbiota
ERR3460386,15Bau1007Ch05A,AMPLICON,501,8605046,PRJEB33555,SAMEA5816748,5006110,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3482137,France,Europe,145,France,44.481,4.27,Rosieres,host-associated,gills,24,female,15Bau1007,155,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816748,ERS3605343,MiSeq,ERS3605343,ERP116356,20,microbiota
ERR3460387,15Bau1008Ch01A,AMPLICON,501,9642728,PRJEB33555,SAMEA5816749,6457127,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3482138,France,Europe,145,France,44.482,4.271,Rosieres,host-associated,skin,18,male,15Bau1008,70,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816749,ERS3605344,MiSeq,ERS3605344,ERP116356,20,microbiota
ERR3460388,15Bau1008Ch02A,AMPLICON,501,13796534,PRJEB33555,SAMEA5816750,8015500,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3482139,France,Europe,145,France,44.482,4.271,Rosieres,host-associated,midgut,18,male,15Bau1008,70,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816750,ERS3605345,MiSeq,ERS3605345,ERP116356,20,microbiota
ERR3460389,15Bau1008Ch03A,AMPLICON,501,15984702,PRJEB33555,SAMEA5816751,9148474,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3482140,France,Europe,145,France,44.482,4.271,Rosieres,host-associated,hindgut,18,male,15Bau1008,70,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816751,ERS3605346,MiSeq,ERS3605346,ERP116356,20,microbiota
ERR3460390,15Bau1008Ch05A,AMPLICON,501,11993240,PRJEB33555,SAMEA5816752,6891919,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3482141,France,Europe,145,France,44.482,4.271,Rosieres,host-associated,gills,18,male,15Bau1008,70,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816752,ERS3605347,MiSeq,ERS3605347,ERP116356,20,microbiota
ERR3460391,15Bau1009Ch01A,AMPLICON,500,5693822,PRJEB33555,SAMEA5816753,3885470,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3482142,France,Europe,145,France,44.483,4.272,Rosieres,host-associated,skin,22,female,15Bau1009,107,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816753,ERS3605348,MiSeq,ERS3605348,ERP116356,20,microbiota
ERR3460392,15Bau1009Ch02A,AMPLICON,500,1101929,PRJEB33555,SAMEA5816754,835108,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3482143,France,Europe,145,France,44.483,4.272,Rosieres,host-associated,midgut,22,female,15Bau1009,107,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816754,ERS3605349,MiSeq,ERS3605349,ERP116356,20,microbiota
ERR3460393,15Bau1009Ch03A,AMPLICON,501,3612820,PRJEB33555,SAMEA5816755,2289750,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3482144,France,Europe,145,France,44.483,4.272,Rosieres,host-associated,hindgut,22,female,15Bau1009,107,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816755,ERS3605350,MiSeq,ERS3605350,ERP116356,20,microbiota
ERR3460394,15Bau1009Ch05A,AMPLICON,501,5019453,PRJEB33555,SAMEA5816756,2943917,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3482145,France,Europe,145,France,44.483,4.272,Rosieres,host-associated,gills,22,female,15Bau1009,107,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:49Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816756,ERS3605351,MiSeq,ERS3605351,ERP116356,20,microbiota
ERR3460395,15Bau1011Ch01A,AMPLICON,501,7571439,PRJEB33555,SAMEA5816757,4961962,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3482146,France,Europe,145,France,44.485,4.274,Rosieres,host-associated,skin,21,male,15Bau1011,89,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816757,ERS3605352,MiSeq,ERS3605352,ERP116356,20,microbiota
ERR3460396,15Bau1011Ch02A,AMPLICON,501,7857270,PRJEB33555,SAMEA5816758,4819871,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3482147,France,Europe,145,France,44.485,4.274,Rosieres,host-associated,midgut,21,male,15Bau1011,89,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816758,ERS3605353,MiSeq,ERS3605353,ERP116356,20,microbiota
ERR3460397,15Bau1011Ch03A,AMPLICON,501,13827156,PRJEB33555,SAMEA5816759,7988972,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3482148,France,Europe,145,France,44.485,4.274,Rosieres,host-associated,hindgut,21,male,15Bau1011,89,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816759,ERS3605354,MiSeq,ERS3605354,ERP116356,20,microbiota
ERR3460398,15Bau1011Ch05A,AMPLICON,501,11677957,PRJEB33555,SAMEA5816760,6608508,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3482149,France,Europe,145,France,44.485,4.274,Rosieres,host-associated,gills,21,male,15Bau1011,89,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816760,ERS3605355,MiSeq,ERS3605355,ERP116356,20,microbiota
ERR3460399,15Bau1012Ch01A,AMPLICON,501,7620629,PRJEB33555,SAMEA5816761,5034253,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3482150,France,Europe,145,France,44.486,4.275,Rosieres,host-associated,skin,17.5,female,15Bau1012,53,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816761,ERS3605356,MiSeq,ERS3605356,ERP116356,20,microbiota
ERR3460400,15Bau1012Ch02A,AMPLICON,501,12227906,PRJEB33555,SAMEA5816762,7187186,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3482151,France,Europe,145,France,44.486,4.275,Rosieres,host-associated,midgut,17.5,female,15Bau1012,53,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816762,ERS3605357,MiSeq,ERS3605357,ERP116356,20,microbiota
ERR3460401,15Bau1012Ch03A,AMPLICON,501,20934941,PRJEB33555,SAMEA5816763,12084459,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3482152,France,Europe,145,France,44.486,4.275,Rosieres,host-associated,hindgut,17.5,female,15Bau1012,53,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816763,ERS3605358,MiSeq,ERS3605358,ERP116356,20,microbiota
ERR3460402,15Bau1012Ch05A,AMPLICON,501,8470933,PRJEB33555,SAMEA5816764,4852870,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3482153,France,Europe,145,France,44.486,4.275,Rosieres,host-associated,gills,17.5,female,15Bau1012,53,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816764,ERS3605359,MiSeq,ERS3605359,ERP116356,20,microbiota
ERR3460403,15Bau1013Ch01A,AMPLICON,501,5721929,PRJEB33555,SAMEA5816765,4083855,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3482154,France,Europe,145,France,44.487,4.276,Rosieres,host-associated,skin,16,male,15Bau1013,49,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816765,ERS3605360,MiSeq,ERS3605360,ERP116356,20,microbiota
ERR3460404,15Bau1013Ch02A,AMPLICON,501,13471744,PRJEB33555,SAMEA5816766,7939247,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3482155,France,Europe,145,France,44.487,4.276,Rosieres,host-associated,midgut,16,male,15Bau1013,49,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816766,ERS3605361,MiSeq,ERS3605361,ERP116356,20,microbiota
ERR3460405,15Bau1013Ch03A,AMPLICON,501,17459520,PRJEB33555,SAMEA5816767,10037816,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3482156,France,Europe,145,France,44.487,4.276,Rosieres,host-associated,hindgut,16,male,15Bau1013,49,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816767,ERS3605362,MiSeq,ERS3605362,ERP116356,20,microbiota
ERR3460406,15Bau1013Ch05A,AMPLICON,501,13209313,PRJEB33555,SAMEA5816768,7530935,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3482157,France,Europe,145,France,44.487,4.276,Rosieres,host-associated,gills,16,male,15Bau1013,49,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816768,ERS3605363,MiSeq,ERS3605363,ERP116356,20,microbiota
ERR3460407,15Bau1014Ch01A,AMPLICON,500,9899504,PRJEB33555,SAMEA5816769,6540278,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3482158,France,Europe,145,France,44.488,4.277,Rosieres,host-associated,skin,22,neuter,15Bau1014,115,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816769,ERS3605364,MiSeq,ERS3605364,ERP116356,20,microbiota
ERR3460408,15Bau1014Ch02A,AMPLICON,501,19389730,PRJEB33555,SAMEA5816770,11219188,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3482159,France,Europe,145,France,44.488,4.277,Rosieres,host-associated,midgut,22,neuter,15Bau1014,115,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816770,ERS3605365,MiSeq,ERS3605365,ERP116356,20,microbiota
ERR3460409,15Bau1014Ch03A,AMPLICON,501,21043326,PRJEB33555,SAMEA5816771,12081971,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,hindgut,ERX3482160,France,Europe,145,France,44.488,4.277,Rosieres,host-associated,hindgut,22,neuter,15Bau1014,115,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816771,ERS3605366,MiSeq,ERS3605366,ERP116356,20,microbiota
ERR3460410,15Bau1014Ch05A,AMPLICON,501,9338900,PRJEB33555,SAMEA5816772,5339765,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,gills,ERX3482161,France,Europe,145,France,44.488,4.277,Rosieres,host-associated,gills,22,neuter,15Bau1014,115,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816772,ERS3605367,MiSeq,ERS3605367,ERP116356,20,microbiota
ERR3460411,15Bau1015Ch01A,AMPLICON,500,4830710,PRJEB33555,SAMEA5816773,3469943,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,skin,ERX3482162,France,Europe,145,France,44.489,4.278,Rosieres,host-associated,skin,19,male,15Bau1015,77,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816773,ERS3605368,MiSeq,ERS3605368,ERP116356,20,microbiota
ERR3460412,15Bau1015Ch02A,AMPLICON,500,2335482,PRJEB33555,SAMEA5816774,1727219,AIX MARSEILLE UNIVERSITE,7/22/15,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERC000013,10/31/19,7/31/19,Parachondrostoma_toxostoma,Ardeche_river,midgut,ERX3482163,France,Europe,145,France,44.489,4.278,Rosieres,host-associated,midgut,19,male,15Bau1015,77,Aix Marseille Universite,Aix Marseille Universite,2019-10-31T04:04:06Z,2019-07-29T12:20:50Z,public,Illumina MiSeq,bacteria_archaea,Run3,PAIRED,PCR,OTHER,metagenome,ILLUMINA,Pt_microbiota,2019-11-01T00:00:00Z,SAMEA5816774,ERS3605369,MiSeq,ERS3605369,ERP116356,20,microbiota
