Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,experimental_factor,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),host-associated_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_Name,Sequencing_method,SRA_accession,SRA Study,Title,host_body_product,host_body_site,host_common_name
ERR2129962,FRM_WATER,AMPLICON,572,225412535,PRJEB22688,SAMEA104307897,115692714,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,water,ERX2187098,Frome water (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,FRM_WATER,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307897,ERS1932875,Illumina,ERS1932875,ERP104390,Atlantic salmon fry microbiome,,,
ERR2129964,MHV_WATER,AMPLICON,571,26201360,PRJEB22688,SAMEA104307898,13835283,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,water,ERX2187099,MHS water (hatchery),United Kingdom,Europe,United Kingdom,56.87,-5.68,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,MHV_WATER,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307898,ERS1932876,Illumina,ERS1932876,ERP104390,Atlantic salmon fry microbiome,,,
ERR2129965,SAW_WAT,AMPLICON,571,45823655,PRJEB22688,SAMEA104307899,23231707,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,water,ERX2187100,Towy water (wild),United Kingdom,Europe,United Kingdom,51.86,-4.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,SAW_WAT,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307899,ERS1932877,Illumina,ERS1932877,ERP104390,Atlantic salmon fry microbiome,,,
ERR2129967,SPY_WAT,AMPLICON,572,52208723,PRJEB22688,SAMEA104307900,26518229,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,water,ERX2187101,Spey water (wild),United Kingdom,Europe,United Kingdom,57.49,-3.19,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,SPY_WAT,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307900,ERS1932878,Illumina,ERS1932878,ERP104390,Atlantic salmon fry microbiome,,,
ERR2129968,TWD_WAT,AMPLICON,571,80490767,PRJEB22688,SAMEA104307901,40638876,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,water,ERX2187102,Tweed water (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:08Z,public,Illumina MiSeq,metagenome,TWD_WAT,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307901,ERS1932879,Illumina,ERS1932879,ERP104390,Atlantic salmon fry microbiome,,,
ERR2129922,TWD-G11,AMPLICON,455,46782636,PRJEB22688,SAMEA104307872,24832762,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2187073,Tweed population (wild),United Kingdom,Europe,United Kingdom,55.6,-2.67,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:07Z,public,Illumina MiSeq,metagenome,TWD-G11,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307872,ERS1932850,Illumina,ERS1932850,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129720,CON-G8,AMPLICON,418,142104554,PRJEB22688,SAMEA104307737,62693615,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2186938,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-G8,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307737,ERS1932715,Illumina,ERS1932715,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129722,CON-G9,AMPLICON,434,49090233,PRJEB22688,SAMEA104307738,25727598,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,ena,s3,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2186939,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-G9,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307738,ERS1932716,Illumina,ERS1932716,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129723,CON-S10,AMPLICON,442,60273509,PRJEB22688,SAMEA104307739,31084114,SWANSEA UNIVERSITY,2016,public,"sra,fastq","s3,ncbi,gs,ena","gs.US,ena,s3.us-east-1,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186940,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-S10,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307739,ERS1932717,Illumina,ERS1932717,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129726,CON-S12,AMPLICON,439,62802562,PRJEB22688,SAMEA104307741,32564115,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186942,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-S12,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307741,ERS1932719,Illumina,ERS1932719,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129728,CON-S1,AMPLICON,458,74073227,PRJEB22688,SAMEA104307742,40247313,SWANSEA UNIVERSITY,2016,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186943,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-S1,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307742,ERS1932720,Illumina,ERS1932720,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129729,CON-S2,AMPLICON,467,545226,PRJEB22688,SAMEA104307743,403049,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186944,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-S2,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307743,ERS1932721,Illumina,ERS1932721,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129731,CON-S3,AMPLICON,479,39825208,PRJEB22688,SAMEA104307744,21779744,SWANSEA UNIVERSITY,2016,public,"sra,fastq","s3,ncbi,ena,gs","ncbi.public,ena,gs.US,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186945,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-S3,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307744,ERS1932722,Illumina,ERS1932722,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129734,CON-S5,AMPLICON,452,26683879,PRJEB22688,SAMEA104307746,13254482,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,ncbi,gs,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186947,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-S5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307746,ERS1932724,Illumina,ERS1932724,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129735,CON-S6,AMPLICON,465,64785701,PRJEB22688,SAMEA104307747,34935149,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186948,CNSS population (hatchery),France,Europe,France,45.07,3.54,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:04Z,public,Illumina MiSeq,metagenome,CON-S6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307747,ERS1932725,Illumina,ERS1932725,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129752,CYN-G5,AMPLICON,559,28073688,PRJEB22688,SAMEA104307758,16579792,SWANSEA UNIVERSITY,2016,public,"sra,fastq","s3,gs,ena,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2186959,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-G5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307758,ERS1932736,Illumina,ERS1932736,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129753,CYN-G6,AMPLICON,544,66778234,PRJEB22688,SAMEA104307759,41617720,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2186960,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-G6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307759,ERS1932737,Illumina,ERS1932737,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129755,CYN-G7,AMPLICON,522,49988138,PRJEB22688,SAMEA104307760,29555645,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,ena",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2186961,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-G7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307760,ERS1932738,Illumina,ERS1932738,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129756,CYN-G8,AMPLICON,574,57318619,PRJEB22688,SAMEA104307761,37709000,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ena,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2186962,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-G8,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307761,ERS1932739,Illumina,ERS1932739,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129758,CYN-G9,AMPLICON,539,76150167,PRJEB22688,SAMEA104307762,48988362,SWANSEA UNIVERSITY,2016,public,"fastq,sra","gs,s3,ncbi,ena","gs.US,ncbi.public,s3.us-east-1,ena",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish intestine,ERX2186963,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-G9,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307762,ERS1932740,Illumina,ERS1932740,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129759,CYN-S10,AMPLICON,567,299360527,PRJEB22688,SAMEA104307763,167025332,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,s3,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186964,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-S10,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307763,ERS1932741,Illumina,ERS1932741,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129762,CYN-S12,AMPLICON,552,75178886,PRJEB22688,SAMEA104307765,47265350,SWANSEA UNIVERSITY,2016,public,"sra,fastq","gs,ena,ncbi,s3","ena,s3.us-east-1,gs.US,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186966,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-S12,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307765,ERS1932743,Illumina,ERS1932743,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129764,CYN-S1,AMPLICON,443,64127625,PRJEB22688,SAMEA104307766,32177606,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,ncbi,s3,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186967,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-S1,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307766,ERS1932744,Illumina,ERS1932744,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129765,CYN-S2,AMPLICON,572,106518178,PRJEB22688,SAMEA104307767,64549102,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,ncbi,s3,gs","ncbi.public,gs.US,ena,s3.us-east-1",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186968,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-S2,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307767,ERS1932745,Illumina,ERS1932745,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129767,CYN-S3,AMPLICON,447,75410742,PRJEB22688,SAMEA104307768,38351785,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,ncbi,gs,s3","ena,s3.us-east-1,gs.US,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,Artificial tank,fish skin,ERX2186969,Cynrig population (hatchery),United Kingdom,Europe,United Kingdom,51.93,-3.36,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,CYN-S3,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307768,ERS1932746,Illumina,ERS1932746,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
ERR2129785,FRM-G3,AMPLICON,443,34274003,PRJEB22688,SAMEA104307780,17761607,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ncbi,ena,s3,gs","gs.US,ena,s3.us-east-1,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2186981,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-G3,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307780,ERS1932758,Illumina,ERS1932758,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129786,FRM-G4,AMPLICON,508,28250806,PRJEB22688,SAMEA104307781,15793267,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2186982,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-G4,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307781,ERS1932759,Illumina,ERS1932759,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129788,FRM-G5,AMPLICON,458,82340039,PRJEB22688,SAMEA104307782,41930952,SWANSEA UNIVERSITY,2016,public,"sra,fastq","s3,ncbi,gs,ena","ena,ncbi.public,s3.us-east-1,gs.US",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2186983,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-G5,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307782,ERS1932760,Illumina,ERS1932760,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129789,FRM-G6,AMPLICON,466,104113930,PRJEB22688,SAMEA104307783,53509873,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ena,ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2186984,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-G6,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307783,ERS1932761,Illumina,ERS1932761,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129791,FRM-G7,AMPLICON,467,92413796,PRJEB22688,SAMEA104307784,51052377,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,ncbi,s3,gs","s3.us-east-1,ena,gs.US,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2186985,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-G7,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307784,ERS1932762,Illumina,ERS1932762,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129792,FRM-G8,AMPLICON,481,46639493,PRJEB22688,SAMEA104307785,25650468,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ncbi,ena,gs,s3","ena,gs.US,s3.us-east-1,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2186986,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-G8,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307785,ERS1932763,Illumina,ERS1932763,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129794,FRM-G9,AMPLICON,471,76773511,PRJEB22688,SAMEA104307786,42701704,SWANSEA UNIVERSITY,2016,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public,ena",ERC000013,3/18/18,11/16/18,Freshwater,River,fish intestine,ERX2186987,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-G9,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307786,ERS1932764,Illumina,ERS1932764,ERP104390,Atlantic salmon fry microbiome,Intestine,Intestine,Atlantic salmon
ERR2129795,FRM-S10,AMPLICON,444,92204112,PRJEB22688,SAMEA104307787,50610787,SWANSEA UNIVERSITY,2016,public,"sra,fastq","ncbi,ena,s3,gs","ena,gs.US,s3.us-east-1,ncbi.public",ERC000013,3/18/18,11/16/18,Freshwater,River,fish skin,ERX2186988,Frome population (wild),United Kingdom,Europe,United Kingdom,50.68,-2.18,host-associated,SWANSEA UNIVERSITY,SWANSEA UNIVERSITY,2018-03-18T17:01:53Z,2017-09-19T13:58:05Z,public,Illumina MiSeq,metagenome,FRM-S10,PAIRED,PCR,METAGENOMIC,Salmo salar,ILLUMINA,Atlantic salmon fry microbiome,2018-03-19T00:00:00Z,SAMEA104307787,ERS1932765,Illumina,ERS1932765,ERP104390,Atlantic salmon fry microbiome,Skin,Skin,Atlantic salmon
